mwo_id,equipment_id,description,status,dm_urgency,hm_priority,assigned_tech,consumed_sku,manual_log,start_date
MWO-2026-419,EQ-19,Routine check 419,UNASSIGNED,Normal,Normal,,,,
MWO-2026-420,EQ-20,Routine check 420,UNASSIGNED,Normal,Normal,,,,
MWO-2026-421,EQ-21,Routine check 421,UNASSIGNED,Normal,Normal,,,,
MWO-2026-422,EQ-22,Routine check 422,UNASSIGNED,Normal,Normal,,,,
MWO-2026-423,EQ-23,Routine check 423,UNASSIGNED,Normal,Normal,,,,
MWO-2026-424,EQ-24,Routine check 424,UNASSIGNED,Normal,Normal,,,,
MWO-2026-425,EQ-25,Routine check 425,UNASSIGNED,Normal,Normal,,,,
MWO-2026-426,EQ-26,Routine check 426,UNASSIGNED,Normal,Normal,,,,
MWO-2026-427,EQ-27,Routine check 427,UNASSIGNED,Normal,Normal,,,,
MWO-2026-428,EQ-28,Routine check 428,UNASSIGNED,Normal,Normal,,,,
MWO-2026-429,EQ-29,Routine check 429,UNASSIGNED,Normal,Normal,,,,
MWO-2026-430,EQ-30,Routine check 430,UNASSIGNED,Normal,Normal,,,,
MWO-2026-431,EQ-31,Routine check 431,UNASSIGNED,Normal,Normal,,,,
MWO-2026-432,EQ-32,Routine check 432,UNASSIGNED,Normal,Normal,,,,
MWO-2026-433,EQ-33,Routine check 433,UNASSIGNED,Normal,Normal,,,,
MWO-2026-434,EQ-34,Routine check 434,UNASSIGNED,Normal,Normal,,,,
MWO-2026-435,EQ-35,Routine check 435,UNASSIGNED,Normal,Normal,,,,
MWO-2026-436,EQ-36,Routine check 436,UNASSIGNED,Normal,Normal,,,,
MWO-2026-437,EQ-37,Routine check 437,UNASSIGNED,Normal,Normal,,,,
MWO-2026-438,EQ-38,Routine check 438,UNASSIGNED,Normal,Normal,,,,
MWO-2026-439,EQ-39,Routine check 439,UNASSIGNED,Normal,Normal,,,,
MWO-2026-440,EQ-40,Routine check 440,UNASSIGNED,Normal,Normal,,,,
MWO-2026-441,EQ-41,Routine check 441,UNASSIGNED,Normal,Normal,,,,
MWO-2026-442,EQ-42,Routine check 442,UNASSIGNED,Normal,Normal,,,,
MWO-2026-443,EQ-43,Routine check 443,UNASSIGNED,Normal,Normal,,,,
MWO-2026-444,EQ-44,Routine check 444,UNASSIGNED,Normal,Normal,,,,
MWO-2026-445,EQ-45,Routine check 445,UNASSIGNED,Normal,Normal,,,,
MWO-2026-446,EQ-46,Routine check 446,UNASSIGNED,Normal,Normal,,,,
MWO-2026-447,EQ-47,Routine check 447,UNASSIGNED,Normal,Normal,,,,
MWO-2026-448,EQ-48,Routine check 448,UNASSIGNED,Normal,Normal,,,,
MWO-2026-449,EQ-49,Routine check 449,UNASSIGNED,Normal,Normal,,,,
MWO-2026-450,EQ-50,Routine check 450,UNASSIGNED,Normal,Normal,,,,
MWO-2026-451,EQ-51,Routine check 451,UNASSIGNED,Normal,Normal,,,,
MWO-2026-452,EQ-52,Routine check 452,UNASSIGNED,Normal,Normal,,,,
MWO-2026-453,EQ-53,Routine check 453,UNASSIGNED,Normal,Normal,,,,
MWO-2026-454,EQ-54,Routine check 454,UNASSIGNED,Normal,Normal,,,,
MWO-2026-455,EQ-55,Routine check 455,UNASSIGNED,Normal,Normal,,,,
MWO-2026-456,EQ-56,Routine check 456,UNASSIGNED,Normal,Normal,,,,
MWO-2026-457,EQ-57,Routine check 457,UNASSIGNED,Normal,Normal,,,,
MWO-2026-458,EQ-58,Routine check 458,UNASSIGNED,Normal,Normal,,,,
MWO-2026-459,EQ-59,Routine check 459,UNASSIGNED,Normal,Normal,,,,
MWO-2026-460,EQ-60,Routine check 460,UNASSIGNED,Normal,Normal,,,,
MWO-2026-461,EQ-61,Routine check 461,UNASSIGNED,Normal,Normal,,,,
MWO-2026-462,EQ-62,Routine check 462,UNASSIGNED,Normal,Normal,,,,
MWO-2026-463,EQ-63,Routine check 463,UNASSIGNED,Normal,Normal,,,,
MWO-2026-464,EQ-64,Routine check 464,UNASSIGNED,Normal,Normal,,,,
MWO-2026-465,EQ-65,Routine check 465,UNASSIGNED,Normal,Normal,,,,
MWO-2026-466,EQ-66,Routine check 466,UNASSIGNED,Normal,Normal,,,,
MWO-2026-467,EQ-67,Routine check 467,UNASSIGNED,Normal,Normal,,,,
MWO-2026-468,EQ-68,Routine check 468,UNASSIGNED,Normal,Normal,,,,
MWO-2026-469,EQ-69,Routine check 469,UNASSIGNED,Normal,Normal,,,,
MWO-2026-470,EQ-70,Routine check 470,UNASSIGNED,Normal,Normal,,,,
MWO-2026-471,EQ-71,Routine check 471,UNASSIGNED,Normal,Normal,,,,
MWO-2026-472,EQ-72,Routine check 472,UNASSIGNED,Normal,Normal,,,,
MWO-2026-473,EQ-73,Routine check 473,UNASSIGNED,Normal,Normal,,,,
MWO-2026-474,EQ-74,Routine check 474,UNASSIGNED,Normal,Normal,,,,
MWO-2026-475,EQ-75,Routine check 475,UNASSIGNED,Normal,Normal,,,,
MWO-2026-476,EQ-76,Routine check 476,UNASSIGNED,Normal,Normal,,,,
MWO-2026-477,EQ-77,Routine check 477,UNASSIGNED,Normal,Normal,,,,
MWO-2026-478,EQ-78,Routine check 478,UNASSIGNED,Normal,Normal,,,,
MWO-2026-479,EQ-79,Routine check 479,UNASSIGNED,Normal,Normal,,,,
MWO-2026-480,EQ-80,Routine check 480,UNASSIGNED,Normal,Normal,,,,
MWO-2026-481,EQ-81,Routine check 481,UNASSIGNED,Normal,Normal,,,,
MWO-2026-482,EQ-82,Routine check 482,UNASSIGNED,Normal,Normal,,,,
MWO-2026-483,EQ-83,Routine check 483,UNASSIGNED,Normal,Normal,,,,
MWO-2026-484,EQ-84,Routine check 484,UNASSIGNED,Normal,Normal,,,,
MWO-2026-485,EQ-85,Routine check 485,UNASSIGNED,Normal,Normal,,,,
MWO-2026-486,EQ-86,Routine check 486,UNASSIGNED,Normal,Normal,,,,
MWO-2026-487,EQ-87,Routine check 487,UNASSIGNED,Normal,Normal,,,,
MWO-2026-488,EQ-88,Routine check 488,UNASSIGNED,Normal,Normal,,,,
MWO-2026-489,EQ-89,Routine check 489,UNASSIGNED,Normal,Normal,,,,
MWO-2026-490,EQ-90,Routine check 490,UNASSIGNED,Normal,Normal,,,,
MWO-2026-491,EQ-91,Routine check 491,UNASSIGNED,Normal,Normal,,,,
MWO-2026-492,EQ-92,Routine check 492,UNASSIGNED,Normal,Normal,,,,
MWO-2026-493,EQ-93,Routine check 493,UNASSIGNED,Normal,Normal,,,,
MWO-2026-494,EQ-94,Routine check 494,UNASSIGNED,Normal,Normal,,,,
MWO-2026-495,EQ-95,Routine check 495,UNASSIGNED,Normal,Normal,,,,
MWO-2026-496,EQ-96,Routine check 496,UNASSIGNED,Normal,Normal,,,,
MWO-2026-497,EQ-97,Routine check 497,UNASSIGNED,Normal,Normal,,,,
MWO-2026-498,EQ-98,Routine check 498,UNASSIGNED,Normal,Normal,,,,
MWO-2026-499,EQ-99,Routine check 499,UNASSIGNED,Normal,Normal,,,,
MWO-2026-500,EQ-0,Routine check 500,UNASSIGNED,Normal,Normal,,,,
MWO-2026-501,EQ-1,Routine check 501,UNASSIGNED,Normal,Normal,,,,
MWO-2026-502,EQ-2,Routine check 502,UNASSIGNED,Normal,Normal,,,,
MWO-2026-503,EQ-3,Routine check 503,UNASSIGNED,Normal,Normal,,,,
MWO-2026-504,EQ-4,Routine check 504,UNASSIGNED,Normal,Normal,,,,
MWO-2026-505,EQ-5,Routine check 505,UNASSIGNED,Normal,Normal,,,,
MWO-2026-506,EQ-6,Routine check 506,UNASSIGNED,Normal,Normal,,,,
MWO-2026-507,EQ-7,Routine check 507,UNASSIGNED,Normal,Normal,,,,
MWO-2026-508,EQ-8,Routine check 508,UNASSIGNED,Normal,Normal,,,,
MWO-2026-509,EQ-9,Routine check 509,UNASSIGNED,Normal,Normal,,,,
MWO-2026-510,EQ-10,Routine check 510,UNASSIGNED,Normal,Normal,,,,
MWO-2026-511,EQ-11,Routine check 511,UNASSIGNED,Normal,Normal,,,,
MWO-2026-512,EQ-12,Routine check 512,UNASSIGNED,Normal,Normal,,,,
MWO-2026-513,EQ-13,Routine check 513,UNASSIGNED,Normal,Normal,,,,
MWO-2026-514,EQ-14,Routine check 514,UNASSIGNED,Normal,Normal,,,,
MWO-2026-515,EQ-15,Routine check 515,UNASSIGNED,Normal,Normal,,,,
MWO-2026-516,EQ-16,Routine check 516,UNASSIGNED,Normal,Normal,,,,
MWO-2026-517,EQ-17,Routine check 517,UNASSIGNED,Normal,Normal,,,,
MWO-2026-518,EQ-18,Routine check 518,UNASSIGNED,Normal,Normal,,,,
MWO-2026-519,EQ-19,Routine check 519,UNASSIGNED,Normal,Normal,,,,
MWO-2026-520,EQ-20,Routine check 520,UNASSIGNED,Normal,Normal,,,,
MWO-2026-521,EQ-21,Routine check 521,UNASSIGNED,Normal,Normal,,,,
MWO-2026-522,EQ-22,Routine check 522,UNASSIGNED,Normal,Normal,,,,
MWO-2026-523,EQ-23,Routine check 523,UNASSIGNED,Normal,Normal,,,,
MWO-2026-524,EQ-24,Routine check 524,UNASSIGNED,Normal,Normal,,,,
MWO-2026-525,EQ-25,Routine check 525,UNASSIGNED,Normal,Normal,,,,
MWO-2026-526,EQ-26,Routine check 526,UNASSIGNED,Normal,Normal,,,,
MWO-2026-527,EQ-27,Routine check 527,UNASSIGNED,Normal,Normal,,,,
MWO-2026-528,EQ-28,Routine check 528,UNASSIGNED,Normal,Normal,,,,
MWO-2026-529,EQ-29,Routine check 529,UNASSIGNED,Normal,Normal,,,,
MWO-2026-530,EQ-30,Routine check 530,UNASSIGNED,Normal,Normal,,,,
MWO-2026-531,EQ-31,Routine check 531,UNASSIGNED,Normal,Normal,,,,
MWO-2026-532,EQ-32,Routine check 532,UNASSIGNED,Normal,Normal,,,,
MWO-2026-533,EQ-33,Routine check 533,UNASSIGNED,Normal,Normal,,,,
MWO-2026-534,EQ-34,Routine check 534,UNASSIGNED,Normal,Normal,,,,
MWO-2026-535,EQ-35,Routine check 535,UNASSIGNED,Normal,Normal,,,,
MWO-2026-536,EQ-36,Routine check 536,UNASSIGNED,Normal,Normal,,,,
MWO-2026-537,EQ-37,Routine check 537,UNASSIGNED,Normal,Normal,,,,
MWO-2026-538,EQ-38,Routine check 538,UNASSIGNED,Normal,Normal,,,,
MWO-2026-539,EQ-39,Routine check 539,UNASSIGNED,Normal,Normal,,,,
MWO-2026-540,EQ-40,Routine check 540,UNASSIGNED,Normal,Normal,,,,
MWO-2026-541,EQ-41,Routine check 541,UNASSIGNED,Normal,Normal,,,,
MWO-2026-542,EQ-42,Routine check 542,UNASSIGNED,Normal,Normal,,,,
MWO-2026-543,EQ-43,Routine check 543,UNASSIGNED,Normal,Normal,,,,
MWO-2026-544,EQ-44,Routine check 544,UNASSIGNED,Normal,Normal,,,,
MWO-2026-545,EQ-45,Routine check 545,UNASSIGNED,Normal,Normal,,,,
MWO-2026-546,EQ-46,Routine check 546,UNASSIGNED,Normal,Normal,,,,
MWO-2026-547,EQ-47,Routine check 547,UNASSIGNED,Normal,Normal,,,,
MWO-2026-548,EQ-48,Routine check 548,UNASSIGNED,Normal,Normal,,,,
MWO-2026-549,EQ-49,Routine check 549,UNASSIGNED,Normal,Normal,,,,
MWO-2026-550,EQ-50,Routine check 550,UNASSIGNED,Normal,Normal,,,,
MWO-2026-551,EQ-51,Routine check 551,UNASSIGNED,Normal,Normal,,,,
MWO-2026-552,EQ-52,Routine check 552,UNASSIGNED,Normal,Normal,,,,
MWO-2026-553,EQ-53,Routine check 553,UNASSIGNED,Normal,Normal,,,,
MWO-2026-554,EQ-54,Routine check 554,UNASSIGNED,Normal,Normal,,,,
MWO-2026-555,EQ-55,Routine check 555,UNASSIGNED,Normal,Normal,,,,
MWO-2026-556,EQ-56,Routine check 556,UNASSIGNED,Normal,Normal,,,,
MWO-2026-557,EQ-57,Routine check 557,UNASSIGNED,Normal,Normal,,,,
MWO-2026-558,EQ-58,Routine check 558,UNASSIGNED,Normal,Normal,,,,
MWO-2026-559,EQ-59,Routine check 559,UNASSIGNED,Normal,Normal,,,,
MWO-2026-560,EQ-60,Routine check 560,UNASSIGNED,Normal,Normal,,,,
MWO-2026-561,EQ-61,Routine check 561,UNASSIGNED,Normal,Normal,,,,
MWO-2026-562,EQ-62,Routine check 562,UNASSIGNED,Normal,Normal,,,,
MWO-2026-563,EQ-63,Routine check 563,UNASSIGNED,Normal,Normal,,,,
MWO-2026-564,EQ-64,Routine check 564,UNASSIGNED,Normal,Normal,,,,
MWO-2026-565,EQ-65,Routine check 565,UNASSIGNED,Normal,Normal,,,,
MWO-2026-566,EQ-66,Routine check 566,UNASSIGNED,Normal,Normal,,,,
MWO-2026-567,EQ-67,Routine check 567,UNASSIGNED,Normal,Normal,,,,
MWO-2026-568,EQ-68,Routine check 568,UNASSIGNED,Normal,Normal,,,,
MWO-2026-569,EQ-69,Routine check 569,UNASSIGNED,Normal,Normal,,,,
MWO-2026-570,EQ-70,Routine check 570,UNASSIGNED,Normal,Normal,,,,
MWO-2026-571,EQ-71,Routine check 571,UNASSIGNED,Normal,Normal,,,,
MWO-2026-572,EQ-72,Routine check 572,UNASSIGNED,Normal,Normal,,,,
MWO-2026-573,EQ-73,Routine check 573,UNASSIGNED,Normal,Normal,,,,
MWO-2026-574,EQ-74,Routine check 574,UNASSIGNED,Normal,Normal,,,,
MWO-2026-575,EQ-75,Routine check 575,UNASSIGNED,Normal,Normal,,,,
MWO-2026-576,EQ-76,Routine check 576,UNASSIGNED,Normal,Normal,,,,
MWO-2026-577,EQ-77,Routine check 577,UNASSIGNED,Normal,Normal,,,,
MWO-2026-578,EQ-78,Routine check 578,UNASSIGNED,Normal,Normal,,,,
MWO-2026-579,EQ-79,Routine check 579,UNASSIGNED,Normal,Normal,,,,
MWO-2026-580,EQ-80,Routine check 580,UNASSIGNED,Normal,Normal,,,,
MWO-2026-581,EQ-81,Routine check 581,UNASSIGNED,Normal,Normal,,,,
MWO-2026-582,EQ-82,Routine check 582,UNASSIGNED,Normal,Normal,,,,
MWO-2026-583,EQ-83,Routine check 583,UNASSIGNED,Normal,Normal,,,,
MWO-2026-584,EQ-84,Routine check 584,UNASSIGNED,Normal,Normal,,,,
MWO-2026-585,EQ-85,Routine check 585,UNASSIGNED,Normal,Normal,,,,
MWO-2026-586,EQ-86,Routine check 586,UNASSIGNED,Normal,Normal,,,,
MWO-2026-587,EQ-87,Routine check 587,UNASSIGNED,Normal,Normal,,,,
MWO-2026-588,EQ-88,Routine check 588,UNASSIGNED,Normal,Normal,,,,
MWO-2026-589,EQ-89,Routine check 589,UNASSIGNED,Normal,Normal,,,,
MWO-2026-590,EQ-90,Routine check 590,UNASSIGNED,Normal,Normal,,,,
MWO-2026-591,EQ-91,Routine check 591,UNASSIGNED,Normal,Normal,,,,
MWO-2026-592,EQ-92,Routine check 592,UNASSIGNED,Normal,Normal,,,,
MWO-2026-593,EQ-93,Routine check 593,UNASSIGNED,Normal,Normal,,,,
MWO-2026-594,EQ-94,Routine check 594,UNASSIGNED,Normal,Normal,,,,
MWO-2026-595,EQ-95,Routine check 595,UNASSIGNED,Normal,Normal,,,,
MWO-2026-596,EQ-96,Routine check 596,UNASSIGNED,Normal,Normal,,,,
MWO-2026-597,EQ-97,Routine check 597,UNASSIGNED,Normal,Normal,,,,
MWO-2026-598,EQ-98,Routine check 598,UNASSIGNED,Normal,Normal,,,,
MWO-2026-599,EQ-99,Routine check 599,UNASSIGNED,Normal,Normal,,,,
MWO-2026-600,EQ-0,Routine check 600,UNASSIGNED,Normal,Normal,,,,
MWO-2026-601,EQ-1,Routine check 601,UNASSIGNED,Normal,Normal,,,,
MWO-2026-602,EQ-2,Routine check 602,UNASSIGNED,Normal,Normal,,,,
MWO-2026-603,EQ-3,Routine check 603,UNASSIGNED,Normal,Normal,,,,
MWO-2026-604,EQ-4,Routine check 604,UNASSIGNED,Normal,Normal,,,,
MWO-2026-605,EQ-5,Routine check 605,UNASSIGNED,Normal,Normal,,,,
MWO-2026-606,EQ-6,Routine check 606,UNASSIGNED,Normal,Normal,,,,
MWO-2026-607,EQ-7,Routine check 607,UNASSIGNED,Normal,Normal,,,,
MWO-2026-608,EQ-8,Routine check 608,UNASSIGNED,Normal,Normal,,,,
MWO-2026-609,EQ-9,Routine check 609,UNASSIGNED,Normal,Normal,,,,
MWO-2026-610,EQ-10,Routine check 610,UNASSIGNED,Normal,Normal,,,,
MWO-2026-611,EQ-11,Routine check 611,UNASSIGNED,Normal,Normal,,,,
MWO-2026-612,EQ-12,Routine check 612,UNASSIGNED,Normal,Normal,,,,
MWO-2026-613,EQ-13,Routine check 613,UNASSIGNED,Normal,Normal,,,,
MWO-2026-614,EQ-14,Routine check 614,UNASSIGNED,Normal,Normal,,,,
MWO-2026-615,EQ-15,Routine check 615,UNASSIGNED,Normal,Normal,,,,
MWO-2026-616,EQ-16,Routine check 616,UNASSIGNED,Normal,Normal,,,,
MWO-2026-617,EQ-17,Routine check 617,UNASSIGNED,Normal,Normal,,,,
MWO-2026-618,EQ-18,Routine check 618,UNASSIGNED,Normal,Normal,,,,
MWO-2026-619,EQ-19,Routine check 619,UNASSIGNED,Normal,Normal,,,,
MWO-2026-620,EQ-20,Routine check 620,UNASSIGNED,Normal,Normal,,,,
MWO-2026-621,EQ-21,Routine check 621,UNASSIGNED,Normal,Normal,,,,
MWO-2026-622,EQ-22,Routine check 622,UNASSIGNED,Normal,Normal,,,,
MWO-2026-623,EQ-23,Routine check 623,UNASSIGNED,Normal,Normal,,,,
MWO-2026-624,EQ-24,Routine check 624,UNASSIGNED,Normal,Normal,,,,
MWO-2026-625,EQ-25,Routine check 625,UNASSIGNED,Normal,Normal,,,,
MWO-2026-626,EQ-26,Routine check 626,UNASSIGNED,Normal,Normal,,,,
MWO-2026-627,EQ-27,Routine check 627,UNASSIGNED,Normal,Normal,,,,
MWO-2026-628,EQ-28,Routine check 628,UNASSIGNED,Normal,Normal,,,,
MWO-2026-629,EQ-29,Routine check 629,UNASSIGNED,Normal,Normal,,,,
MWO-2026-630,EQ-30,Routine check 630,UNASSIGNED,Normal,Normal,,,,
MWO-2026-631,EQ-31,Routine check 631,UNASSIGNED,Normal,Normal,,,,
MWO-2026-632,EQ-32,Routine check 632,UNASSIGNED,Normal,Normal,,,,
MWO-2026-633,EQ-33,Routine check 633,UNASSIGNED,Normal,Normal,,,,
MWO-2026-634,EQ-34,Routine check 634,UNASSIGNED,Normal,Normal,,,,
MWO-2026-635,EQ-35,Routine check 635,UNASSIGNED,Normal,Normal,,,,
MWO-2026-636,EQ-36,Routine check 636,UNASSIGNED,Normal,Normal,,,,
MWO-2026-637,EQ-37,Routine check 637,UNASSIGNED,Normal,Normal,,,,
MWO-2026-638,EQ-38,Routine check 638,UNASSIGNED,Normal,Normal,,,,
MWO-2026-639,EQ-39,Routine check 639,UNASSIGNED,Normal,Normal,,,,
MWO-2026-640,EQ-40,Routine check 640,UNASSIGNED,Normal,Normal,,,,
MWO-2026-641,EQ-41,Routine check 641,UNASSIGNED,Normal,Normal,,,,
MWO-2026-642,EQ-42,Routine check 642,UNASSIGNED,Normal,Normal,,,,
MWO-2026-643,EQ-43,Routine check 643,UNASSIGNED,Normal,Normal,,,,
MWO-2026-644,EQ-44,Routine check 644,UNASSIGNED,Normal,Normal,,,,
MWO-2026-645,EQ-45,Routine check 645,UNASSIGNED,Normal,Normal,,,,
MWO-2026-646,EQ-46,Routine check 646,UNASSIGNED,Normal,Normal,,,,
MWO-2026-647,EQ-47,Routine check 647,UNASSIGNED,Normal,Normal,,,,
MWO-2026-648,EQ-48,Routine check 648,UNASSIGNED,Normal,Normal,,,,
MWO-2026-649,EQ-49,Routine check 649,UNASSIGNED,Normal,Normal,,,,
MWO-2026-650,EQ-50,Routine check 650,UNASSIGNED,Normal,Normal,,,,
MWO-2026-651,EQ-51,Routine check 651,UNASSIGNED,Normal,Normal,,,,
MWO-2026-652,EQ-52,Routine check 652,UNASSIGNED,Normal,Normal,,,,
MWO-2026-653,EQ-53,Routine check 653,UNASSIGNED,Normal,Normal,,,,
MWO-2026-654,EQ-54,Routine check 654,UNASSIGNED,Normal,Normal,,,,
MWO-2026-655,EQ-55,Routine check 655,UNASSIGNED,Normal,Normal,,,,
MWO-2026-656,EQ-56,Routine check 656,UNASSIGNED,Normal,Normal,,,,
MWO-2026-657,EQ-57,Routine check 657,UNASSIGNED,Normal,Normal,,,,
MWO-2026-658,EQ-58,Routine check 658,UNASSIGNED,Normal,Normal,,,,
MWO-2026-659,EQ-59,Routine check 659,UNASSIGNED,Normal,Normal,,,,
MWO-2026-660,EQ-60,Routine check 660,UNASSIGNED,Normal,Normal,,,,
MWO-2026-661,EQ-61,Routine check 661,UNASSIGNED,Normal,Normal,,,,
MWO-2026-662,EQ-62,Routine check 662,UNASSIGNED,Normal,Normal,,,,
MWO-2026-663,EQ-63,Routine check 663,UNASSIGNED,Normal,Normal,,,,
MWO-2026-664,EQ-64,Routine check 664,UNASSIGNED,Normal,Normal,,,,
MWO-2026-665,EQ-65,Routine check 665,UNASSIGNED,Normal,Normal,,,,
MWO-2026-666,EQ-66,Routine check 666,UNASSIGNED,Normal,Normal,,,,
MWO-2026-667,EQ-67,Routine check 667,UNASSIGNED,Normal,Normal,,,,
MWO-2026-668,EQ-68,Routine check 668,UNASSIGNED,Normal,Normal,,,,
MWO-2026-669,EQ-69,Routine check 669,UNASSIGNED,Normal,Normal,,,,
MWO-2026-670,EQ-70,Routine check 670,UNASSIGNED,Normal,Normal,,,,
MWO-2026-671,EQ-71,Routine check 671,UNASSIGNED,Normal,Normal,,,,
MWO-2026-672,EQ-72,Routine check 672,UNASSIGNED,Normal,Normal,,,,
MWO-2026-673,EQ-73,Routine check 673,UNASSIGNED,Normal,Normal,,,,
MWO-2026-674,EQ-74,Routine check 674,UNASSIGNED,Normal,Normal,,,,
MWO-2026-675,EQ-75,Routine check 675,UNASSIGNED,Normal,Normal,,,,
MWO-2026-676,EQ-76,Routine check 676,UNASSIGNED,Normal,Normal,,,,
MWO-2026-677,EQ-77,Routine check 677,UNASSIGNED,Normal,Normal,,,,
MWO-2026-678,EQ-78,Routine check 678,UNASSIGNED,Normal,Normal,,,,
MWO-2026-679,EQ-79,Routine check 679,UNASSIGNED,Normal,Normal,,,,
MWO-2026-680,EQ-80,Routine check 680,UNASSIGNED,Normal,Normal,,,,
MWO-2026-681,EQ-81,Routine check 681,UNASSIGNED,Normal,Normal,,,,
MWO-2026-682,EQ-82,Routine check 682,UNASSIGNED,Normal,Normal,,,,
MWO-2026-683,EQ-83,Routine check 683,UNASSIGNED,Normal,Normal,,,,
MWO-2026-684,EQ-84,Routine check 684,UNASSIGNED,Normal,Normal,,,,
MWO-2026-685,EQ-85,Routine check 685,UNASSIGNED,Normal,Normal,,,,
MWO-2026-686,EQ-86,Routine check 686,UNASSIGNED,Normal,Normal,,,,
MWO-2026-687,EQ-87,Routine check 687,UNASSIGNED,Normal,Normal,,,,
MWO-2026-688,EQ-88,Routine check 688,UNASSIGNED,Normal,Normal,,,,
MWO-2026-689,EQ-89,Routine check 689,UNASSIGNED,Normal,Normal,,,,
MWO-2026-690,EQ-90,Routine check 690,UNASSIGNED,Normal,Normal,,,,
MWO-2026-691,EQ-91,Routine check 691,UNASSIGNED,Normal,Normal,,,,
MWO-2026-692,EQ-92,Routine check 692,UNASSIGNED,Normal,Normal,,,,
MWO-2026-693,EQ-93,Routine check 693,UNASSIGNED,Normal,Normal,,,,
MWO-2026-694,EQ-94,Routine check 694,UNASSIGNED,Normal,Normal,,,,
MWO-2026-695,EQ-95,Routine check 695,UNASSIGNED,Normal,Normal,,,,
MWO-2026-696,EQ-96,Routine check 696,UNASSIGNED,Normal,Normal,,,,
MWO-2026-697,EQ-97,Routine check 697,UNASSIGNED,Normal,Normal,,,,
MWO-2026-698,EQ-98,Routine check 698,UNASSIGNED,Normal,Normal,,,,
MWO-2026-699,EQ-99,Routine check 699,UNASSIGNED,Normal,Normal,,,,
MWO-2026-700,EQ-0,Routine check 700,UNASSIGNED,Normal,Normal,,,,
MWO-2026-701,EQ-1,Routine check 701,UNASSIGNED,Normal,Normal,,,,
MWO-2026-702,EQ-2,Routine check 702,UNASSIGNED,Normal,Normal,,,,
MWO-2026-703,EQ-3,Routine check 703,UNASSIGNED,Normal,Normal,,,,
MWO-2026-704,EQ-4,Routine check 704,UNASSIGNED,Normal,Normal,,,,
MWO-2026-705,EQ-5,Routine check 705,UNASSIGNED,Normal,Normal,,,,
MWO-2026-706,EQ-6,Routine check 706,UNASSIGNED,Normal,Normal,,,,
MWO-2026-707,EQ-7,Routine check 707,UNASSIGNED,Normal,Normal,,,,
MWO-2026-708,EQ-8,Routine check 708,UNASSIGNED,Normal,Normal,,,,
MWO-2026-709,EQ-9,Routine check 709,UNASSIGNED,Normal,Normal,,,,
MWO-2026-710,EQ-10,Routine check 710,UNASSIGNED,Normal,Normal,,,,
MWO-2026-711,EQ-11,Routine check 711,UNASSIGNED,Normal,Normal,,,,
MWO-2026-712,EQ-12,Routine check 712,UNASSIGNED,Normal,Normal,,,,
MWO-2026-713,EQ-13,Routine check 713,UNASSIGNED,Normal,Normal,,,,
MWO-2026-714,EQ-14,Routine check 714,UNASSIGNED,Normal,Normal,,,,
MWO-2026-715,EQ-15,Routine check 715,UNASSIGNED,Normal,Normal,,,,
MWO-2026-716,EQ-16,Routine check 716,UNASSIGNED,Normal,Normal,,,,
MWO-2026-717,EQ-17,Routine check 717,UNASSIGNED,Normal,Normal,,,,
MWO-2026-718,EQ-18,Routine check 718,UNASSIGNED,Normal,Normal,,,,
MWO-2026-719,EQ-19,Routine check 719,UNASSIGNED,Normal,Normal,,,,
MWO-2026-720,EQ-20,Routine check 720,UNASSIGNED,Normal,Normal,,,,
MWO-2026-721,EQ-21,Routine check 721,UNASSIGNED,Normal,Normal,,,,
MWO-2026-722,EQ-22,Routine check 722,UNASSIGNED,Normal,Normal,,,,
MWO-2026-723,EQ-23,Routine check 723,UNASSIGNED,Normal,Normal,,,,
MWO-2026-724,EQ-24,Routine check 724,UNASSIGNED,Normal,Normal,,,,
MWO-2026-725,EQ-25,Routine check 725,UNASSIGNED,Normal,Normal,,,,
MWO-2026-726,EQ-26,Routine check 726,UNASSIGNED,Normal,Normal,,,,
MWO-2026-727,EQ-27,Routine check 727,UNASSIGNED,Normal,Normal,,,,
MWO-2026-728,EQ-28,Routine check 728,UNASSIGNED,Normal,Normal,,,,
MWO-2026-729,EQ-29,Routine check 729,UNASSIGNED,Normal,Normal,,,,
MWO-2026-730,EQ-30,Routine check 730,UNASSIGNED,Normal,Normal,,,,
MWO-2026-731,EQ-31,Routine check 731,UNASSIGNED,Normal,Normal,,,,
MWO-2026-732,EQ-32,Routine check 732,UNASSIGNED,Normal,Normal,,,,
MWO-2026-733,EQ-33,Routine check 733,UNASSIGNED,Normal,Normal,,,,
MWO-2026-734,EQ-34,Routine check 734,UNASSIGNED,Normal,Normal,,,,
MWO-2026-735,EQ-35,Routine check 735,UNASSIGNED,Normal,Normal,,,,
MWO-2026-736,EQ-36,Routine check 736,UNASSIGNED,Normal,Normal,,,,
MWO-2026-737,EQ-37,Routine check 737,UNASSIGNED,Normal,Normal,,,,
MWO-2026-738,EQ-38,Routine check 738,UNASSIGNED,Normal,Normal,,,,
MWO-2026-739,EQ-39,Routine check 739,UNASSIGNED,Normal,Normal,,,,
MWO-2026-740,EQ-40,Routine check 740,UNASSIGNED,Normal,Normal,,,,
MWO-2026-741,EQ-41,Routine check 741,UNASSIGNED,Normal,Normal,,,,
MWO-2026-742,EQ-42,Routine check 742,UNASSIGNED,Normal,Normal,,,,
